PostcodeID;PostCodePK;PostCode;PostcodeNummers;PostcodeLetters;Straat;MinNummer;MaxNummer;Plaats;Gemeente;Provincie
8557;7641AR_2;7641AR;7641;AR;West Kluinveenweg;2;38;Wierden;Wierden;Overijssel
8558;4493RH_1;4493RH;4493;RH;Zwaluwenlaan;1;13;Kamperland;Noord-Beveland;Zeeland
8559;2805GH_2;2805GH;2805;GH;Vliegenstraat;2;36;Gouda;Gouda;Zuid-Holland
8560;9737PD_110;9737PD;9737;PD;Kremersheerd;110;132;Groningen;Groningen;Groningen
8561;2685LD_8;2685LD;2685;LD;Van Ruyvenlaan;8;19;Poeldijk;Westland;Zuid-Holland
8562;5406XA_1;5406XA;5406;XA;Pnemstraat;1;7;Uden;Uden;Noord-Brabant
8563;5844AJ_4;5844AJ;5844;AJ;Lactariaweg;4;40;Stevensbeek;Sint Anthonis;Noord-Brabant
8564;4812AM_1;4812AM;4812;AM;Verlaatstraat;1;17;Breda;Breda;Noord-Brabant
8565;8531MR_2;8531MR;8531;MR;Kleine Beer;2;48;Lemmer;De Friese Meren;Friesland
8566;3831CN_1;3831CN;3831;CN;De Looiershilt;1;8;Leusden;Leusden;Utrecht
8567;9712ED_61;9712ED;9712;ED;Oude Kijk in 't Jatstraat;61;61;Groningen;Groningen;Groningen
8568;6916BA_1;6916BA;6916;BA;Tolstraat;1;49;Tolkamer;Rijnwaarden;Gelderland
8569;9801EC_13;9801EC;9801;EC;Gaickingahof;13;24;Zuidhorn;Zuidhorn;Groningen
8570;1326ST_28;1326ST;1326;ST;Isadora Duncanweg;28;54;Almere;Almere;Flevoland
8571;6029RK_1;6029RK;6029;RK;Averbodeweg;1;16;Sterksel;Heeze-Leende;Noord-Brabant
8572;7683SX_12;7683SX;7683;SX;Achteres;12;20;Den Ham;Twenterand;Overijssel
8573;5591DC_2;5591DC;5591;DC;Paul Weemeringstraat;2;20;Heeze;Heeze-Leende;Noord-Brabant
8574;4571ES_3;4571ES;4571;ES;Bastionstraat;3;49;Axel;Terneuzen;Zeeland
8575;2516HD_197;2516HD;2516;HD;Rijswijkseweg;197;245;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
8576;1083GM_180;1083GM;1083;GM;Weerdestein;180;192;Amsterdam;Amsterdam;Noord-Holland
8577;9924PA_1;9924PA;9924;PA;Karshofweg;1;17;Startenhuizen;Loppersum;Groningen
8578;5283CW_54;5283CW;5283;CW;Hendrik Verheeslaan;54;74;Boxtel;Boxtel;Noord-Brabant
8579;6903RG_2;6903RG;6903;RG;Vlaslaan;2;32;Zevenaar;Zevenaar;Gelderland
8580;6301CM_1;6301CM;6301;CM;Avondpoelstraat;1;9;Valkenburg;Valkenburg aan de Geul;Limburg
8581;2343TM_140;2343TM;2343;TM;Narcissenlaan;140;186;Oegstgeest;Oegstgeest;Zuid-Holland
8582;8325AX_23;8325AX;8325;AX;Groenestraat;23;39;Vollenhove;Steenwijkerland;Overijssel
8583;3053TD_2;3053TD;3053;TD;Meijersplein-Noord;2;60;Rotterdam;Rotterdam;Zuid-Holland
8584;2262XX_178;2262XX;2262;XX;Schout Van Eijklaan;178;208;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
8585;1057GX_151;1057GX;1057;GX;Van Speijkstraat;151;157;Amsterdam;Amsterdam;Noord-Holland
8586;3043JM_53;3043JM;3043;JM;Oost-Sidelinge;53;63;Rotterdam;Rotterdam;Zuid-Holland
8587;5740AB_0;5740AB;5740;AB;Postbus;0;10000;Beek en Donk;Laarbeek;Noord-Brabant
8588;3440AC_0;3440AC;3440;AC;Postbus;0;10000;Woerden;Woerden;Utrecht
8589;7715RA_145;7715RA;7715;RA;Oosterparallelweg;145;165;Punthorst;Staphorst;Overijssel
8590;3055SG_1;3055SG;3055;SG;Donizettilaan;1;45;Rotterdam;Rotterdam;Zuid-Holland
8591;8226JE_43;8226JE;8226;JE;Merenlaan;43;81;Lelystad;Lelystad;Flevoland
8592;1324SL_1;1324SL;1324;SL;Hilversumpad;1;41;Almere;Almere;Flevoland
8593;5406AW_3;5406AW;5406;AW;Schoof;3;17;Uden;Uden;Noord-Brabant
8594;7548RC_102;7548RC;7548;RC;Boekelosebleekweg;102;130;Enschede;Enschede;Overijssel
8595;6921TP_10;6921TP;6921;TP;Annie M.G. Schmidtstraat;10;41;Duiven;Duiven;Gelderland
8596;8935DE_99;8935DE;8935;DE;Prins Clausplein;99;115;Leeuwarden;Leeuwarden;Friesland
8597;7443EG_1;7443EG;7443;EG;Heemst;1;41;Nijverdal;Hellendoorn;Overijssel
8598;1695JS_47;1695JS;1695;JS;Brouwhuis;47;61;Blokker;Hoorn;Noord-Holland
8599;2286RG_165;2286RG;2286;RG;Titus Brandsmastraat;165;203;Rijswijk;Rijswijk;Zuid-Holland
8600;4813EM_21;4813EM;4813;EM;Gielis Beijsstraat;21;35;Breda;Breda;Noord-Brabant
8601;1401TK_1;1401TK;1401;TK;Hogeweg;1;21;Bussum;Bussum;Noord-Holland
8602;3011SJ_5;3011SJ;3011;SJ;Groenendaal;5;17;Rotterdam;Rotterdam;Zuid-Holland
8603;3527SC_45;3527SC;3527;SC;Spaaklaan;45;97;Utrecht;Utrecht;Utrecht
8604;7006AR_16;7006AR;7006;AR;Koppels;16;30;Doetinchem;Doetinchem;Gelderland
8605;4551AD_1;4551AD;4551;AD;Zeelandiastraat;1;19;Sas van Gent;Terneuzen;Zeeland
8606;9675LS_49;9675LS;9675;LS;Otterlaan;49;72;Winschoten;Oldambt;Groningen
8607;4902CG_2;4902CG;4902;CG;Korvet;2;30;Oosterhout;Oosterhout;Noord-Brabant
8608;1383CK_18;1383CK;1383;CK;Waardijnstraat;18;34;Weesp;Weesp;Noord-Holland
8609;1103ED_54;1103ED;1103;ED;Groeneveen;54;71;Amsterdam Zuidoost;Amsterdam;Noord-Holland
8610;2661RE_1;2661RE;2661;RE;Mercatordreef;1;43;Bergschenhoek;Lansingerland;Zuid-Holland
8611;6466XR_5;6466XR;6466;XR;Herenanstelerweg;5;5;Kerkrade;Kerkrade;Limburg
8612;5081BZ_2;5081BZ;5081;BZ;Dekanijstraat;2;10;Hilvarenbeek;Hilvarenbeek;Noord-Brabant
8613;1703EX_1;1703EX;1703;EX;Basserhof;1;42;Heerhugowaard;Heerhugowaard;Noord-Holland
8614;2245CG_793;2245CG;2245;CG;Rijksstraatweg;793;827;Wassenaar;Wassenaar;Zuid-Holland
8615;9407GA_1;9407GA;9407;GA;Leemveld;1;37;Assen;Assen;Drenthe
8616;4871TJ_41;4871TJ;4871;TJ;Kloosterlaan;41;57;Etten-Leur;Etten-Leur;Noord-Brabant
8617;2022EP_1;2022EP;2022;EP;Besoekistraat;1;35;Haarlem;Haarlem;Noord-Holland
8618;5691VC_38;5691VC;5691;VC;Nachtegaallaan;38;70;Son en Breugel;Son en Breugel;Noord-Brabant
8619;2361XB_201;2361XB;2361;XB;Vlietwei;201;211;Warmond;Teylingen;Zuid-Holland
8620;5709AT_2;5709AT;5709;AT;Weg door de Rijpel;2;46;Helmond;Helmond;Noord-Brabant
8621;1101BA_1;1101BA;1101;BA;Hoogoorddreef;1;11;Amsterdam Zuidoost;Amsterdam;Noord-Holland
8622;5712AS_2;5712AS;5712;AS;Heikomstraat;2;16;Someren;Someren;Noord-Brabant
8623;3014RJ_34;3014RJ;3014;RJ;Gaffelstraat;34;44;Rotterdam;Rotterdam;Zuid-Holland
8624;7245AE_2;7245AE;7245;AE;Braninkkamp;2;44;Laren;Lochem;Gelderland
8625;1055AS_23;1055AS;1055;AS;Griseldestraat;23;33;Amsterdam;Amsterdam;Noord-Holland
8626;3848AR_2;3848AR;3848;AR;Walstein;2;106;Harderwijk;Harderwijk;Gelderland
8627;1313HE_1;1313HE;1313;HE;Peperstraat;1;17;Almere;Almere;Flevoland
8628;1703MD_2;1703MD;1703;MD;Eem;2;38;Heerhugowaard;Heerhugowaard;Noord-Holland
8629;1402SX_37;1402SX;1402;SX;Achtermeulenlaan;37;69;Bussum;Bussum;Noord-Holland
8630;3223TM_1;3223TM;3223;TM;Verdistraat;1;17;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
8631;4561ZX_2;4561ZX;4561;ZX;Liniestraat;2;100;Hulst;Hulst;Zeeland
8632;1945EG_52;1945EG;1945;EG;Martin Luther Kinglaan;52;102;Beverwijk;Beverwijk;Noord-Holland
8633;7391CW_2;7391CW;7391;CW;Tjerk Hiddes de Friesstraat;2;6;Twello;Voorst;Gelderland
8634;4812XD_199;4812XD;4812;XD;Haagweg;199;245;Breda;Breda;Noord-Brabant
8635;9752EN_2;9752EN;9752;EN;Bilderdijklaan;2;28;Haren Gn;Haren;Groningen
8636;5344AC_1;5344AC;5344;AC;Orlando di Lassostraat;1;24;Oss;Oss;Noord-Brabant
8637;1223GC_30;1223GC;1223;GC;Polluxstraat;30;56;Hilversum;Hilversum;Noord-Holland
8638;1541TD_2;1541TD;1541;TD;Westerkoogweg;2;2;Koog aan de Zaan;Zaanstad;Noord-Holland
8639;9036LW_14;9036LW;9036;LW;Blomt+¦n;14;32;Menaam;Menameradiel;Friesland
8640;3311BG_3;3311BG;3311;BG;Grote Markt;3;75;Dordrecht;Dordrecht;Zuid-Holland
8641;9082AZ_1;9082AZ;9082;AZ;Wynser Binnepaed;1;7;Miedum;Leeuwarden;Friesland
8642;5165TN_1;5165TN;5165;TN;Burgemeester Libourelstraat;1;8;Waspik;Waalwijk;Noord-Brabant
8643;6536BT_8401;6536BT;6536;BT;Weezenhof;8401;8415;Nijmegen;Nijmegen;Gelderland
8644;2513CW_71;2513CW;2513;CW;2e De Riemerstraat;71;101;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
8645;9011VV_80;9011VV;9011;VV;Douwemastrjitte;80;102;Jirnsum;Leeuwarden;Friesland
8646;1623LN_1;1623LN;1623;LN;Kruitmolenstraat;1;12;Hoorn;Hoorn;Noord-Holland
8647;7671VX_85;7671VX;7671;VX;De Koolmees;85;115;Vriezenveen;Twenterand;Overijssel
8648;6097BL_1;6097BL;6097;BL;de Horionstraat;1;25;Heel;Maasgouw;Limburg
8649;5044HK_252;5044HK;5044;HK;Reinevaarstraat;252;292;Tilburg;Tilburg;Noord-Brabant
8650;2624BA_7;2624BA;2624;BA;Nijverheidsstraat;7;8;Delft;Delft;Zuid-Holland
8651;4702JP_2;4702JP;4702;JP;Kapellerlaan;2;28;Roosendaal;Roosendaal;Noord-Brabant
8652;3927CT_1;3927CT;3927;CT;Grote Fliertsedijk;1;4;Renswoude;Renswoude;Utrecht
8653;1381CJ_2;1381CJ;1381;CJ;Sleutelsteeg;2;14;Weesp;Weesp;Noord-Holland
8654;2725PS_1;2725PS;2725;PS;Tsjechovzijde;1;15;Zoetermeer;Zoetermeer;Zuid-Holland
8655;2376AN_123;2376AN;2376;AN;Voorweg;123;123;Nieuwe Wetering;Kaag en Braassem;Zuid-Holland
8656;1784AJ_451;1784AJ;1784;AJ;Marsdiepstraat;451;497;Den Helder;Den Helder;Noord-Holland
8657;7217RK_128;7217RK;7217;RK;Lochemseweg;128;132;Harfsen;Lochem;Gelderland
8658;6835GS_1;6835GS;6835;GS;Coevordenpad;1;11;Arnhem;Arnhem;Gelderland
8659;1319GR_1;1319GR;1319;GR;Platte knoop;1;10;Almere;Almere;Flevoland
8660;4624AP_204;4624AP;4624;AP;Argolaan;204;272;Bergen op Zoom;Bergen op Zoom;Noord-Brabant
8661;6216EC_101;6216EC;6216;EC;Keurmeestersdreef;101;111;Maastricht;Maastricht;Limburg
8662;6311BH_1;6311BH;6311;BH;Drieherenweg;1;3;Ransdaal;Voerendaal;Limburg
8663;6814KD_61;6814KD;6814;KD;Van Heemstralaan;61;81;Arnhem;Arnhem;Gelderland
8664;1746EE_3;1746EE;1746;EE;Groenvelderweg;3;24;Dirkshorn;Schagen;Noord-Holland
8665;5831LE_50;5831LE;5831;LE;van Speyk;50;96;Boxmeer;Boxmeer;Noord-Brabant
8666;6245SH_1;6245SH;6245;SH;Steenbergsweg;1;1;Eijsden;Eijsden-Margraten;Limburg
8667;3721TA_1;3721TA;3721;TA;Olberslaan;1;19;Bilthoven;De Bilt;Utrecht
8668;9401EK_24;9401EK;9401;EK;Oudestraat;24;46;Assen;Assen;Drenthe
8669;6216BB_2;6216BB;6216;BB;Kleistraat;2;30;Maastricht;Maastricht;Limburg
8670;3257XG_1;3257XG;3257;XG;Lijsterbesstraat;1;13;Ooltgensplaat;Goeree-Overflakkee;Zuid-Holland
8671;9403PS_29;9403PS;9403;PS;Onstahof;29;47;Assen;Assen;Drenthe
8672;1829HH_38;1829HH;1829;HH;Esdoornlaan;38;76;Oudorp;Alkmaar;Noord-Holland
8673;7875CB_2;7875CB;7875;CB;Oude Kampweg;2;30;Exloo;Borger-Odoorn;Drenthe
8674;5213XN_1;5213XN;5213;XN;Piet Slagerstraat;1;42;'s-Hertogenbosch;'s-Hertogenbosch;Noord-Brabant
8675;8715JT_1;8715JT;8715;JT;Ringstraat;1;39;Stavoren;S+¦dwest-Frysl+ón;Friesland
8676;2628KZ_2;2628KZ;2628;KZ;Berlageweg;2;2;Delft;Delft;Zuid-Holland
8677;6525CH_2;6525CH;6525;CH;Grevinckstraat;2;28;Nijmegen;Nijmegen;Gelderland
8678;1973VM_1;1973VM;1973;VM;Herculesstraat;1;39;IJmuiden;Velsen;Noord-Holland
8679;1424NC_27;1424NC;1424;NC;Boterdijk;27;61;De Kwakel;Uithoorn;Noord-Holland
8680;1824SL_1;1824SL;1824;SL;Hiemerwaard;1;47;Alkmaar;Alkmaar;Noord-Holland
8681;7081BA_2;7081BA;7081;BA;Tollensstraat;2;6;Gendringen;Oude IJsselstreek;Gelderland
8682;1132EA_1;1132EA;1132;EA;Damcoogh;1;45;Volendam;Edam-Volendam;Noord-Holland
8683;7608DS_40;7608DS;7608;DS;Het Schol;40;58;Almelo;Almelo;Overijssel
8684;4381GB_24;4381GB;4381;GB;Zeemanserve;24;64;Vlissingen;Vlissingen;Zeeland
8685;7761AJ_60;7761AJ;7761;AJ;Europaweg;60;88;Schoonebeek;Emmen;Drenthe
8686;7557RN_1;7557RN;7557;RN;Anton Brucknerstraat;1;45;Hengelo;Hengelo;Overijssel
8687;9216WG_1;9216WG;9216;WG;Great Haersmawei;1;19;Oudega;Smallingerland;Friesland
8688;4354AS_30;4354AS;4354;AS;Pelgrimstraat;30;54;Vrouwenpolder;Veere;Zeeland
8689;8332BD_2;8332BD;8332;BD;Waardeel;2;48;Steenwijk;Steenwijkerland;Overijssel
8690;3301GA_0;3301GA;3301;GA;Postbus;0;10000;Dordrecht;Dordrecht;Zuid-Holland
8691;3723ZH_56;3723ZH;3723;ZH;J.J.P. Oudkwartier;56;86;Bilthoven;De Bilt;Utrecht
8692;3442XL_1;3442XL;3442;XL;Asterstraat;1;23;Woerden;Woerden;Utrecht
8693;1241VX_1;1241VX;1241;VX;Elzenhof;1;19;Kortenhoef;Wijdemeren;Noord-Holland
8694;1394CP_1;1394CP;1394;CP;Kievitslaan;1;19;Nederhorst den Berg;Wijdemeren;Noord-Holland
8695;1901EJ_37;1901EJ;1901;EJ;Dorpsstraat;37;79;Castricum;Castricum;Noord-Holland
8696;2034GJ_1156;2034GJ;2034;GJ;Engelandlaan;1156;1180;Haarlem;Haarlem;Noord-Holland
8697;4023CN_2;4023CN;4023;CN;Hoendersteeg;2;2;Rijswijk (GLD);Buren;Gelderland
8698;5104PE_1;5104PE;5104;PE;Lijsterlaan;1;32;Dongen;Dongen;Noord-Brabant
8699;5346LA_1;5346LA;5346;LA;Westhaag;1;80;Oss;Oss;Noord-Brabant
8700;6836KD_27;6836KD;6836;KD;Da Vincistraat;27;57;Arnhem;Arnhem;Gelderland
8701;2803GM_1;2803GM;2803;GM;Eerste Abel Tasmanhof;1;7;Gouda;Gouda;Zuid-Holland
8702;9003XA_3;9003XA;9003;XA;Princehof;3;3;Warten;Leeuwarden;Friesland
8703;4761CH_1;4761CH;4761;CH;Oude Kerkstraat;1;56;Zevenbergen;Moerdijk;Noord-Brabant
8704;4331CJ_2;4331CJ;4331;CJ;Korte Noordstraat;2;34;Middelburg;Middelburg;Zeeland
8705;3522BE_81;3522BE;3522;BE;Rijnlaan;81;99;Utrecht;Utrecht;Utrecht
8706;9341BV_1;9341BV;9341;BV;Leemakkers;1;19;Veenhuizen;Noordenveld;Drenthe
8707;8621JW_16;8621JW;8621;JW;Gouden Boaijum;16;224;Heeg;S+¦dwest-Frysl+ón;Friesland
8708;3136XP_1;3136XP;3136;XP;Koekoekstraat;1;37;Vlaardingen;Vlaardingen;Zuid-Holland
8709;1181VM_2;1181VM;1181;VM;Mgr. Nolenslaan;2;54;Amstelveen;Amstelveen;Noord-Holland
8710;3564SL_175;3564SL;3564;SL;Bangkokdreef;175;199;Utrecht;Utrecht;Utrecht
8711;3055GE_249;3055GE;3055;GE;Molenlaan;249;275;Rotterdam;Rotterdam;Zuid-Holland
8712;2719CH_117;2719CH;2719;CH;Quirinegang;117;201;Zoetermeer;Zoetermeer;Zuid-Holland
8713;4421LE_1;4421LE;4421;LE;Sterappelstraat;1;49;Kapelle;Kapelle;Zeeland
8714;5691NX_1;5691NX;5691;NX;Houtens;1;19;Son en Breugel;Son en Breugel;Noord-Brabant
8715;6909CE_26;6909CE;6909;CE;Middag;26;58;Babberich;Zevenaar;Gelderland
8716;3014XA_1;3014XA;3014;XA;Adrianastraat;1;1;Rotterdam;Rotterdam;Zuid-Holland
8717;2151CE_1;2151CE;2151;CE;Dorsersstraat;1;47;Nieuw-Vennep;Haarlemmermeer;Noord-Holland
8718;3083NK_103;3083NK;3083;NK;Walchersestraat;103;117;Rotterdam;Rotterdam;Zuid-Holland
8719;7201HC_13;7201HC;7201;HC;IJsselkade;13;17;Zutphen;Zutphen;Gelderland
8720;5081BB_1;5081BB;5081;BB;Koestraat;1;39;Hilvarenbeek;Hilvarenbeek;Noord-Brabant
8721;5032WD_2;5032WD;5032;WD;Rissebeek;2;32;Tilburg;Tilburg;Noord-Brabant
8722;6101DZ_1;6101DZ;6101;DZ;Haagbeukstraat;1;31;Echt;Echt-Susteren;Limburg
8723;7561PN_3;7561PN;7561;PN;Haveldweg;3;3;Deurningen;Dinkelland;Overijssel
8724;2221NB_23;2221NB;2221;NB;Sirius;23;44;Katwijk;Katwijk;Zuid-Holland
8725;4401CJ_1;4401CJ;4401;CJ;Emmastraat;1;35;Yerseke;Reimerswaal;Zeeland
8726;5346KC_2;5346KC;5346;KC;Hofvijver;2;78;Oss;Oss;Noord-Brabant
8727;4264SB_1;4264SB;4264;SB;Dr.Tjalmastraat;1;43;Veen;Aalburg;Noord-Brabant
8728;3514HC_33;3514HC;3514;HC;Pieter Nieuwlandstraat;33;53;Utrecht;Utrecht;Utrecht
8729;2622CP_1;2622CP;2622;CP;Dakarhof;1;61;Delft;Delft;Zuid-Holland
8730;5643RN_2;5643RN;5643;RN;Moreelselaan;2;46;Eindhoven;Eindhoven;Noord-Brabant
8731;1962BS_35;1962BS;1962;BS;Puccinistraat;35;75;Heemskerk;Heemskerk;Noord-Holland
8732;2024KJ_35;2024KJ;2024;KJ;Mr. Jan Gerritszlaan;35;45;Haarlem;Haarlem;Noord-Holland
8733;1016ZA_100;1016ZA;1016;ZA;Passeerdersstraat;100;134;Amsterdam;Amsterdam;Noord-Holland
8734;2807LJ_1;2807LJ;2807;LJ;Boschpolderstraat;1;27;Gouda;Gouda;Zuid-Holland
8735;5801CL_42;5801CL;5801;CL;Hoenderstraat;42;76;Venray;Venray;Limburg
8736;9041ES_2;9041ES;9041;ES;Twibak;2;21;Berltsum;Menameradiel;Friesland
8737;3062DG_69;3062DG;3062;DG;Prinses Julianalaan;69;85;Rotterdam;Rotterdam;Zuid-Holland
8738;5646HC_110;5646HC;5646;HC;Diepmeerven;110;124;Eindhoven;Eindhoven;Noord-Brabant
8739;8711DL_2;8711DL;8711;DL;T+¦nikkers;2;32;Workum;S+¦dwest-Frysl+ón;Friesland
8740;4942EC_1;4942EC;4942;EC;Anna Bijnsplein;1;12;Raamsdonksveer;Geertruidenberg;Noord-Brabant
8741;3828BB_23;3828BB;3828;BB;Zevenhuizerstraat;23;49;Hoogland;Amersfoort;Utrecht
8742;5141GC_41;5141GC;5141;GC;Stationsstraat;41;77;Waalwijk;Waalwijk;Noord-Brabant
8743;5921BB_33;5921BB;5921;BB;Alberdingk Thijmstraat;33;69;Venlo;Venlo;Limburg
8744;7323TC_3;7323TC;7323;TC;Don Carlosstraat;3;21;Apeldoorn;Apeldoorn;Gelderland
8745;5981TX_1;5981TX;5981;TX;Dr. Cuypersstraat;1;35;Panningen;Peel en Maas;Limburg
8746;2551WB_5;2551WB;2551;WB;Duke Ellingtonstraat;5;121;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
8747;3452LA_2;3452LA;3452;LA;De Vlasakkers;2;18;Vleuten;Utrecht;Utrecht
8748;7433EH_30;7433EH;7433;EH;Haakshof;30;52;Schalkhaar;Deventer;Overijssel
8749;5527AS_35;5527AS;5527;AS;Nieuwstraat;35;61;Hapert;Bladel;Noord-Brabant
8750;2572NB_1;2572NB;2572;NB;Rondebosstraat;1;6;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
8751;2461TZ_2;2461TZ;2461;TZ;Rozenlaan;2;4;Ter Aar;Nieuwkoop;Zuid-Holland
8752;6221XR_19;6221XR;6221;XR;Valentijn Clotsstraat;19;27;Maastricht;Maastricht;Limburg
8753;2496RH_1;2496RH;2496;RH;Madurolaan;1;49;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
8754;5281HE_52;5281HE;5281;HE;Breukelsestraat;52;100;Boxtel;Boxtel;Noord-Brabant
8755;8242DB_1;8242DB;8242;DB;Punter 15;1;3;Lelystad;Lelystad;Flevoland
8756;4207DD_2;4207DD;4207;DD;Puccinistraat;2;18;Gorinchem;Gorinchem;Zuid-Holland
8757;2394GD_133;2394GD;2394;GD;Mozartlaan;133;165;Hazerswoude-Rijndijk;Alphen aan den Rijn;Zuid-Holland
8758;3223LC_1;3223LC;3223;LC;Bijlweg;1;5;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
8759;5012HL_68;5012HL;5012;HL;Van Anrooylaan;68;122;Tilburg;Tilburg;Noord-Brabant
8760;2013EA_1;2013EA;2013;EA;Merkmanstraat;1;27;Haarlem;Haarlem;Noord-Holland
8761;2313GS_38;2313GS;2313;GS;Moddermanstraat;38;72;Leiden;Leiden;Zuid-Holland
8762;6535NE_136;6535NE;6535;NE;Malderburchtstraat;136;182;Nijmegen;Nijmegen;Gelderland
8763;5402JA_1;5402JA;5402;JA;Triangelstraat;1;25;Uden;Uden;Noord-Brabant
8764;9462PW_1;9462PW;9462;PW;De Heugte;1;18;Gasselte;Aa en Hunze;Drenthe
8765;1078PS_90;1078PS;1078;PS;Vrijheidslaan;90;100;Amsterdam;Amsterdam;Noord-Holland
8766;8265PK_1;8265PK;8265;PK;Harmoniepad;1;8;Kampen;Kampen;Overijssel
8767;9721GT_2;9721GT;9721;GT;Henri+½tte Roland Holststraat;2;22;Groningen;Groningen;Groningen
8768;5321TK_43;5321TK;5321;TK;President Kennedystraat;43;61;Hedel;Maasdriel;Gelderland
8769;1404JL_17;1404JL;1404;JL;Prinsenstraat;17;29;Bussum;Bussum;Noord-Holland
8770;9201XH_172;9201XH;9201;XH;Oud Ambacht;172;200;Drachten;Smallingerland;Friesland
8771;9545PR_1;9545PR;9545;PR;Binnentuinen;1;16;Bourtange;Vlagtwedde;Groningen
8772;6573XJ_2;6573XJ;6573;XJ;Wilgenlaan;2;42;Beek;Ubbergen;Gelderland
8773;9645CJ_4;9645CJ;9645;CJ;H.J. Topstraat;4;28;Veendam;Veendam;Groningen
8774;1017RN_297;1017RN;1017;RN;Lijnbaansgracht;297;307;Amsterdam;Amsterdam;Noord-Holland
8775;7035CX_1;7035CX;7035;CX;Julianaboom;1;8;Kilder;Montferland;Gelderland
8776;1015PC_179;1015PC;1015;PC;Tuinstraat;179;199;Amsterdam;Amsterdam;Noord-Holland
8777;2316HR_94;2316HR;2316;HR;Prinsenstraat;94;110;Leiden;Leiden;Zuid-Holland
8778;4708NH_2;4708NH;4708;NH;Meeuwberg;2;124;Roosendaal;Roosendaal;Noord-Brabant
8779;3319AL_62;3319AL;3319;AL;Stevensweg;62;114;Dordrecht;Dordrecht;Zuid-Holland
8780;6566HP_1;6566HP;6566;HP;Hoefblad;1;7;Millingen aan de Rijn;Millingen aan de Rijn;Gelderland
8781;9412BA_4;9412BA;9412;BA;Plattenkamp;4;100;Beilen;Midden-Drenthe;Drenthe
8782;7701AA_1;7701AA;7701;AA;Langewijk;1;43;Dedemsvaart;Hardenberg;Overijssel
8783;9731MD_1;9731MD;9731;MD;Van Loghemstraat;1;67;Groningen;Groningen;Groningen
8784;9401RJ_2;9401RJ;9401;RJ;Parkplein;2;86;Assen;Assen;Drenthe
8785;3351ER_116;3351ER;3351;ER;P.C. Hooftlaan;116;186;Papendrecht;Papendrecht;Zuid-Holland
8786;8426CL_1;8426CL;8426;CL;Marssteegde;1;31;Appelscha;Ooststellingwerf;Friesland
8787;5731KE_35;5731KE;5731;KE;Wersakker;35;73;Mierlo;Geldrop-Mierlo;Noord-Brabant
8788;6114HG_1;6114HG;6114;HG;Kloosterstraat;1;47;Susteren;Echt-Susteren;Limburg
8789;5804AA_25;5804AA;5804;AA;Maasheseweg;25;61;Venray;Venray;Limburg
8790;7314NN_77;7314NN;7314;NN;Waltersingel;77;109;Apeldoorn;Apeldoorn;Gelderland
8791;5582CE_28;5582CE;5582;CE;Gladioluslaan;28;62;Waalre;Waalre;Noord-Brabant
8792;9101MG_4;9101MG;9101;MG;Westerbolwerk;4;42;Dokkum;Dongeradeel;Friesland
8793;1823VB_46;1823VB;1823;VB;Vechtstraat;46;88;Alkmaar;Alkmaar;Noord-Holland
8794;6813KS_25;6813KS;6813;KS;Tooropstraat;25;41;Arnhem;Arnhem;Gelderland
8795;1441KH_2;1441KH;1441;KH;Troelstraplein;2;6;Purmerend;Purmerend;Noord-Holland
8796;9714HP_49;9714HP;9714;HP;Gratamastraat;49;67;Groningen;Groningen;Groningen
8797;9405GZ_2;9405GZ;9405;GZ;Gaasterland;2;32;Assen;Assen;Drenthe
8798;8332AX_164;8332AX;8332;AX;Herenslagen;164;198;Steenwijk;Steenwijkerland;Overijssel
8799;4761EE_100;4761EE;4761;EE;Lage Wipstraat;100;162;Zevenbergen;Moerdijk;Noord-Brabant
8800;1091CX_94;1091CX;1091;CX;Blasiusstraat;94;118;Amsterdam;Amsterdam;Noord-Holland
8801;4661TT_3;4661TT;4661;TT;Grondmolen;3;11;Halsteren;Bergen op Zoom;Noord-Brabant
8802;6351AT_38;6351AT;6351;AT;Steenberg;38;70;Bocholtz;Simpelveld;Limburg
8803;6551BV_34;6551BV;6551;BV;Theodorus Repkesstraat;34;44;Weurt;Beuningen;Gelderland
8804;3027GS_104;3027GS;3027;GS;Spangesekade;104;109;Rotterdam;Rotterdam;Zuid-Holland
8805;2583EW_344;2583EW;2583;EW;Houtrustweg;344;384;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
8806;8151BB_1;8151BB;8151;BB;Nieuwstraat;1;25;Lemelerveld;Dalfsen;Overijssel
8807;2082AC_4;2082AC;2082;AC;W++stelaan;4;42;Santpoort-Zuid;Velsen;Noord-Holland
8808;9936GM_37;9936GM;9936;GM;Schepperij;37;51;Farmsum;Delfzijl;Groningen
8809;6286EA_1;6286EA;6286;EA;Hub Ortmansstraat;1;27;Wittem;Gulpen-Wittem;Limburg
8810;8316AW_1;8316AW;8316;AW;de Schakel;1;1;Marknesse;Noordoostpolder;Flevoland
